"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintWKT","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","originalNameUsage","otherCatalogNumbers","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"55","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212540",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Klf6","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,27,NA,NA,NA,NA,"2017-06-27T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212540",NA,"Kenya","3032852652","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58229-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3032852652,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:50.100+00:00","2021-09-28T13:07:50.100+00:00",-3.6081,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,39.8743,NA,6,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58229-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"63","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212536",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Kang11","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,13,NA,NA,NA,NA,"2017-06-13T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3349248989","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212536",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3349248989,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.110+00:00","2021-09-23T14:12:09.110+00:00",-1.29,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.34,NA,6,NA,NA,NA,"MT212536","Thaumatotibia leucotreta voucher icipe Kang11 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212536",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"64","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212532",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Kang6","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,13,NA,NA,NA,NA,"2017-06-13T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3349286423","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212532",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3349286423,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.104+00:00","2021-09-23T14:12:09.104+00:00",-1.3,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.369999,NA,6,NA,NA,NA,"MT212532","Thaumatotibia leucotreta voucher icipe Kang6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212532",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"70","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212539",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Klf5","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,27,NA,NA,NA,NA,"2017-06-27T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3349411787","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212539",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3349411787,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.156+00:00","2021-09-23T14:12:09.156+00:00",-3.61,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,39.869999,NA,6,NA,NA,NA,"MT212539","Thaumatotibia leucotreta voucher icipe Klf5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212539",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"71","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212538",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Klf2","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,27,NA,NA,NA,NA,"2017-06-27T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3349427149","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212538",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3349427149,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:51.212+00:00","2021-09-23T14:12:51.212+00:00",-3.28,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,40.040001,NA,6,NA,NA,NA,"MT212538","Thaumatotibia leucotreta voucher icipe Klf2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212538",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"75","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212595",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Ug4","Insecta",216,"Uganda",NA,NA,NA,NA,NA,NA,"Uganda",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,12,NA,NA,NA,NA,"2017-08-12T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212595",NA,"Uganda","3032840610","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58174-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"UG",3032840610,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:49.352+00:00","2021-09-28T13:07:49.352+00:00",0.2716,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,32.5571,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58174-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"76","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212605",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Wt11","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,7,NA,NA,NA,NA,"2017-08-07T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212605",NA,"Kenya","3032843607","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58164-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3032843607,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:49.429+00:00","2021-09-28T13:07:49.429+00:00",-1.7713,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.6041,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58164-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"81","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212609",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Wt16","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,9,NA,NA,NA,NA,"2017-08-09T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212609",NA,"Kenya","3032860555","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58160-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3032860555,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:19.182+00:00","2021-09-28T13:06:19.182+00:00",-1.7667,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.5959,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58160-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"90","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212609",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Wt16","Insecta",216,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,9,NA,NA,NA,NA,"2017-08-09T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3349319273","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212609",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3349319273,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:09.102+00:00","2021-09-23T14:12:09.102+00:00",-1.77,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.599998,NA,8,NA,NA,NA,"MT212609","Thaumatotibia leucotreta voucher icipe Wt16 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Abdullah Mohamed Mkiga",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212609",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"92","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212599",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Ug8","Insecta",216,"Uganda",NA,NA,NA,NA,NA,NA,"Uganda",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,12,NA,NA,NA,NA,"2017-08-12T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Uganda","3349385027","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212599",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"UG",3349385027,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:13:19.333+00:00","2021-09-23T14:13:19.333+00:00",0.27,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,32.560001,NA,8,NA,NA,NA,"MT212599","Thaumatotibia leucotreta voucher icipe Ug8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Ivan Rwomushana",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212599",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"105","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212556",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Sfs11","Insecta",216,"South Africa",NA,NA,NA,NA,NA,NA,"South Africa",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,11,NA,NA,NA,NA,"2017-09-11T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212556",NA,"South Africa","3032838550","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58213-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"ZA",3032838550,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:50.442+00:00","2021-09-28T13:07:50.442+00:00",-33.4769,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,19.6639,NA,9,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58213-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"113","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/MT212561",NA,"PRESERVED_SPECIMEN",NA,NA,"icipe Sfs16","Insecta",216,"South Africa",NA,NA,NA,NA,NA,NA,"South Africa",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,11,NA,NA,NA,NA,"2017-09-11T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"South Africa","3349302763","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT212561",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"ZA",3349302763,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:51.777+00:00","2021-09-23T14:12:51.777+00:00",-33.48,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,19.66,NA,9,NA,NA,NA,"MT212561","Thaumatotibia leucotreta voucher icipe Sfs16 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","Nevill Boersma",NA,"https://www.ebi.ac.uk/ena/browser/view/MT212561",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:c6db834f7e659479a064b07b446944a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"121","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212566",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Swt4","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,13,NA,NA,NA,NA,"2017-11-13T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212566",NA,"Tanzania, United Republic of","3032834543","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58203-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3032834543,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:49.870+00:00","2021-09-28T13:07:49.870+00:00",-6.9557,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.5341,NA,11,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58203-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"122","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212581",NA,"MATERIAL_SAMPLE",NA,NA,"icipe T6","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,21,NA,NA,NA,NA,"2017-11-21T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212581",NA,"Tanzania, United Republic of","3032837718","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58188-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3032837718,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:50.766+00:00","2021-09-28T13:07:50.766+00:00",-5.3167,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,38.7869,NA,11,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58188-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
"124","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/MT212587",NA,"MATERIAL_SAMPLE",NA,NA,"icipe Tm3","Insecta",216,"Tanzania",NA,NA,NA,NA,NA,NA,"Tanzania",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,24,NA,NA,NA,NA,"2017-11-24T00:00:00",NA,NA,NA,"Tortricidae",5343,"MT212587",NA,"Tanzania, United Republic of","3032843608","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,NA,NA,NA,"GBMNC58182-20",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"TZ",3032843608,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:49.430+00:00","2021-09-28T13:07:49.430+00:00",-6.9769,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,37.4897,NA,11,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNC58182-20",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2017,2021-10-25
